author,paper_count,total_citations,avg_citations
LI Shuan,1,214,214.0
Jinkuan Wang,1,214,214.0
Qiang Zhao,1,214,214.0
Luca Caviglione,3,214,71.33333333333333
Abdenour Bouzouane,2,213,106.5
Brent Mittelstadt,2,213,106.5
Deven McGraw,1,213,213.0
Ali Raad,2,213,106.5
Amr Mohamed,2,213,106.5
Isaac Triguero,1,213,213.0
Martin Straka,1,213,213.0
Julián Luengo,1,213,213.0
Kuo‐Hui Yeh,1,213,213.0
Jesús Maillo,1,213,213.0
V́ıctor González-Castro,2,213,106.5
Diego García‐Gil,1,213,213.0
Hu Xiong,1,213,213.0
Eduardo Fidalgo,2,213,106.5
Abdulla Al‐Ali,2,213,106.5
Enrique Alegre,2,213,106.5
Mohammad Moshawrab,2,213,106.5
Chanapha Butpheng,1,213,213.0
Qi Liu,2,212,106.0
S Ramana Kumar Joga,1,212,212.0
Aaron Horowitz,1,212,212.0
Subash Neupane,3,212,70.66666666666667
Jiajing Wu,2,212,106.0
Abdul Karim,1,212,212.0
Khabib Mustofa,1,212,212.0
Samir Brahim Belhaouari,1,212,212.0
I. Elizabeth Kumar,1,212,212.0
Danilo Bzdok,1,211,211.0
B.T. Thomas Yeo,1,211,211.0
Ja Ryong Kim,1,211,211.0
Kweku Adams,1,211,211.0
Jane Frecknall‐Hughes,1,211,211.0
Suhaidi Hassan,1,211,211.0
Ikram Ud Din,1,211,211.0
Danson Kimani,1,211,211.0
Rexford Attah‐Boakye,1,211,211.0
Kieran Conboy,2,211,105.5
Mubashar Iqbal,2,211,105.5
David B. Resnik,2,211,105.5
Aleksandar Rikalović,1,210,210.0
Marshall H. Chin,1,210,210.0
Bojana Bajić,1,210,210.0
Félix Gómez Mármol,2,210,105.0
Craig A. Umscheid,1,210,210.0
Gauher Shaheen,1,210,210.0
Tamra Tyree Moore,1,210,210.0
Amr Adel,2,210,105.0
Mohamed Hadi Habaebi,2,210,105.0
Vincenzo Piuri,1,210,210.0
William B. Jordan,1,210,210.0
Roslyn Holliday Moore,1,210,210.0
Lucila Ohno‐Machado,1,210,210.0
Stephen Konya,1,210,210.0
Nikola Suzić,1,210,210.0
Kaushik Roy,2,210,105.0
Nasim Afsarmanesh,1,210,210.0
Prashila Dullabh,1,210,210.0
Caleb J. Colón-Rodríguez,1,210,210.0
Deborah Duran,1,210,210.0
Richard Rodriguez,1,210,210.0
Maia Hightower,1,210,210.0
Mithuna Srinivasan,1,210,210.0
Christine Chang,1,210,210.0
Michael Marschollek,2,210,105.0
Lynne Page Snyder,1,210,210.0
Malika Fair,1,210,210.0
Anjali Jain,1,210,210.0
Ripon K. Chakrabortty,2,210,105.0
Arlene S. Bierman,1,210,210.0
Ixchel Lina Reyes,1,209,209.0
Israa M. Hayder,1,209,209.0
Corey Pattison,1,209,209.0
Pongsakorn Limna,2,209,104.5
Florian Krampe,1,209,209.0
Vince I. Madai,2,209,104.5
Gildas Coldeboeuf,1,209,209.0
Tenzin Wangmo,1,209,209.0
Anniek Barnhoorn,1,209,209.0
Fabrice Jotterand,1,209,209.0
Geoffrey D. Dabelko,1,209,209.0
Sani Salisu,1,209,209.0
Joshua W. Busby,1,209,209.0
Oswaldo Morales Matamoros,1,209,209.0
Ibtehal Nafea,1,209,209.0
Andrea Gadnert,1,209,209.0
Faisal Shahzad,2,209,104.5
Jaehyoung Park,1,209,209.0
Wenxuan Liu,1,209,209.0
Claire McAllister,1,209,209.0
Muaadh A. Alsoufi,1,209,209.0
Jakob Faller,1,209,209.0
Emilie Broek,1,209,209.0
David Michel,1,209,209.0
Chloe Dickinson,1,209,209.0
Melvis Ndiloseh,1,209,209.0
Richard Black,1,209,209.0
Ricardo Tejeida Padilla,1,209,209.0
Caleb Ray,1,209,209.0
Rahim Khan,1,209,209.0
D. J. B. Smith,1,209,209.0
David Johnston,1,209,209.0
Jiaming Pei,1,209,209.0
Jesús Jaime Moreno Escobar,1,209,209.0
Alexis Eberlein,1,209,209.0
Alexis D. Souchet,1,209,209.0
Karolina Eklöw,1,209,209.0
Karen Renaud,7,209,29.857142857142858
Hyuk Lim,1,209,209.0
Hugo Quintana Espinosa,1,209,209.0
Thaeer Mueen Sahib,1,209,209.0
Akiyuki Kawasaki,1,209,209.0
Lukun Wang,1,209,209.0
Reto W. Kressig,1,209,209.0
Osamah Mohammed Alyasiri,1,209,209.0
Cedric de Coning,1,209,209.0
Hadrien Duzan,1,209,209.0
Petros Lameras,1,209,209.0
Hafsa Maalim,1,209,209.0
Fuad A. Ghaleb,1,209,209.0
Noah Bell,1,209,209.0
Kyungmee Kim,1,209,209.0
Farah Hegazi,1,209,209.0
Jinhai Li,1,209,209.0
Farhan Ahmad,2,209,104.5
José Francisco Alvarado Cóbar,1,209,209.0
Tiffany Yeung,1,209,209.0
Jürg Staudenmann,1,209,209.0
Jason Teo,1,209,209.0
Stéphanie Philippe,1,209,209.0
Chadia Wannous,1,209,209.0
Julien Caporal,1,209,209.0
Obinna Donald Daraojimba,3,209,69.66666666666667
Daniel Bell-Moran,1,209,209.0
Panagiotis Petridis,1,209,209.0
Evelyn Salas Alfaro,1,209,209.0
Ameen A. Noor,1,209,209.0
Elizabeth Smith,1,209,209.0
Amina Aitsi-Selmi,1,209,209.0
Maheyzah Md Siraj,1,209,209.0
Anne‐Sophie Stevance,1,209,209.0
Elise Remling,1,209,209.0
Allan Eustis,1,208,208.0
Paul A. Boynton,1,208,208.0
Dean E. Prochaska,1,208,208.0
Allen R. Hefner,1,208,208.0
Tanya L. Brewer,1,208,208.0
Galen H. Koepke,1,208,208.0
Thomas L. Nelson,1,208,208.0
Steven T. Bushby,1,208,208.0
Redhwan Al-amri,2,208,104.0
Jeffrey A. Mazer,1,208,208.0
David G. Holmberg,1,208,208.0
Victoria Pillitteri,1,208,208.0
Shahram Rahimi,2,208,104.0
Zdzisława Dacko-Pikiewicz,1,208,208.0
Gerald J. FitzPatrick,1,208,208.0
David H. Su,1,208,208.0
Sebastian Kot,1,208,208.0
Nada Golmie,1,208,208.0
Kathiravan Srinivasan,3,208,69.33333333333333
Ammar Ahmed Alkahtani,2,208,104.0
Xiao Zhou,1,207,207.0
Isabelle Augenstein,1,207,207.0
Douglas Zippel,1,207,207.0
Naiyu Wang,1,207,207.0
Luis Castedo,2,207,103.5
Klaus A. Kuhn,3,207,69.0
Dimitrios Tzovaras,3,207,69.0
Nora Balint Lahat,1,207,207.0
Yiftach Barash,1,207,207.0
Israel Cohen,1,207,207.0
Matthias Dehmer,1,207,207.0
Zhitao Guan,1,207,207.0
Igor Jurišica,1,207,207.0
Manuel Suárez-Albela,2,207,103.5
Longfei Wu,1,207,207.0
Miri Sklair‐Levy,1,207,207.0
Xin Lu,1,207,207.0
Vera Sorin,1,207,207.0
Dave Singelée,2,207,103.5
Eli Konen,1,207,207.0
Rita Cucchiara,1,207,207.0
Eyal Klang,1,207,207.0
Elizabeth Chang,1,206,206.0
Tonii Leach,1,206,206.0
Inga Ulnicane,1,206,206.0
Chidiogo Uzoamaka Akpuokwe,2,206,103.0
Winter-Gladys Wanjiku,1,206,206.0
Eunice Espe,1,206,206.0
Seun Solomon Bakare,2,206,103.0
Jon Kleinberg,1,206,206.0
David G. Robinson,1,206,206.0
Osman Uğur Sezerman,2,206,103.0
William Knight,1,206,206.0
Rediet Abebe,1,206,206.0
Christine Mitchell,1,205,205.0
Mina Teicher,1,205,205.0
Michael Rowe,2,205,102.5
Jose M. Carmena,1,205,205.0
Niaz Chowdhury,1,205,205.0
David Wasserman,1,205,205.0
Md Sadek Ferdous,1,205,205.0
Phoebe Friesen,1,205,205.0
Sara Goering,1,205,205.0
Leonardo Aniello,1,205,205.0
Ray Y. Zhong,1,205,205.0
Blaise Agüera y Arcas,1,205,205.0
Huiyue Huang,1,205,205.0
"Sassone, V.",1,205,205.0
Jack L. Gallant,1,205,205.0
Shohin Aheleroff,1,205,205.0
Guo‐Qiang Bi,1,205,205.0
Xun Xu,1,205,205.0
Rafael Yuste,1,205,205.0
Jonathan R. Wolpaw,1,205,205.0
Aleš Završník,1,205,205.0
Alan Rubel,1,205,205.0
Paolo Modesti,2,205,102.5
Michelle Pham,1,205,205.0
Erik Parens,1,205,205.0
Meredith Whittaker,1,205,205.0
Anna Wexler,1,205,205.0
Edoardo Gaetani,1,205,205.0
"Margheri, A.",1,205,205.0
Eran Klein,1,205,205.0
Rumi Chunara,1,205,205.0
Adam Marblestone,1,205,205.0
Vishwali Mhasawade,1,205,205.0
"Lombardi, F.",1,205,205.0
Jane E. Huggins,1,205,205.0
Laura Specker Sullivan,1,205,205.0
Norihiro Sadato,1,205,205.0
Yuan Zhao,1,205,205.0
Joseph J. Fins,1,205,205.0
Min Gao,1,204,204.0
Cameron Stewart,2,204,102.0
Jürgen Wasem,1,204,204.0
Jasni Mohamad Zain,2,204,102.0
Christian Speckemeier,1,204,204.0
Nikola Blase,1,204,204.0
Zeeshan Ali,1,204,204.0
Carina Abels,1,204,204.0
Seth C. Lewis,1,204,204.0
Hui Jiang,1,204,204.0
Felix Plescher,1,204,204.0
Logan Molyneux,1,204,204.0
María Esther Calderón Monge,1,204,204.0
Domingo Ribeiro Soriano,1,204,204.0
Md. Rabiul Islam,2,204,102.0
Kun Wang,1,204,204.0
Silke Neusser,1,204,204.0
Yan Zhang,1,204,204.0
Vanessa Echeverría,1,204,204.0
Yihui Wang,1,204,204.0
Muhammad Sher Ramzan,1,204,204.0
Godwin Denk Giebel,1,204,204.0
Kirstin Börchers,1,204,204.0
Mike Nurmalia Sari,1,203,203.0
Dima Y. Abu Ismail,1,203,203.0
Yousef Wardat,1,203,203.0
Isaac Ullah,1,203,203.0
Dilys Miriam Andrews,1,203,203.0
Moira Zellner,1,203,203.0
Anthony J. Jakeman,1,203,203.0
Aya Ibrahim Omran,1,203,203.0
Agus Rofi’i,1,203,203.0
Abenezer Golda,1,203,203.0
Patrícia Fidalgo,1,203,203.0
Arsal Subbah Sadiq,1,203,203.0
Derek T. Robinson,1,203,203.0
Xiaojiao Chen,1,203,203.0
Novita Kusumaning Tyas,1,203,203.0
Julie Rozenberg,1,203,203.0
Moslem Dehghani,2,203,101.5
Chengliang Wang,1,203,203.0
Loizos Shakallis,1,203,203.0
Daniel G. Brown,1,203,203.0
Mohammad Ghiasi,2,203,101.5
Jithu Subhash,1,203,203.0
Avinindita Nura Lestari,1,203,203.0
Claudia Zeicu,1,203,203.0
Nining Fitriani,1,203,203.0
Nining Huriati,1,203,203.0
Steve J. Lade,1,203,203.0
Zosia Zakrzewska,1,203,203.0
Marco A. Janssen,1,203,203.0
Luai Abu‐Ismail,1,203,203.0
Maria-Madalina Casapu,1,203,203.0
Ahmad Bouhuwaish,1,203,203.0
Rusmiyanto Rusmiyanto,1,203,203.0
José E. León-Rojas,1,203,203.0
Yuhui Jing,1,203,203.0
Yidan Liu,1,203,203.0
Daniel Pinto dos Santos,1,203,203.0
Adeeb M. Jarrah,1,203,203.0
Amit Pandey,1,203,203.0
Jonathan M. Gilligan,1,203,203.0
Taher Niknam,2,203,101.5
Serena H. Hamilton,1,203,203.0
Albert J. Kettner,1,203,203.0
Almu’atasim Khamees,1,203,203.0
Estelle Williams,1,203,203.0
Kidus Abebe Mekonen,1,203,203.0
Esraa Hasan Ebrahim,1,203,203.0
Tatiana Filatova,1,203,203.0
Constantin‐Cristian Topriceanu,1,203,203.0
Sotirios Bisdas,1,203,203.0
Khaled Mohammed,1,203,203.0
Teng Yu,1,203,203.0
Alexandra-Valentina Irimia,1,203,203.0
Robert L. Axtell,1,203,203.0
Ioannis N. Athanasiadis,1,203,203.0
Ana Cristina Costa,1,202,202.0
Linghe Kong,1,202,202.0
Prapasiri Klayklung,1,202,202.0
Somesh Jha,1,202,202.0
Piyawatjana Chocksathaporn,1,202,202.0
Ata Ullah,1,202,202.0
Kris Jangjarat,1,202,202.0
Kayhan Zrar Ghafoor,1,202,202.0
Gemma Tur,1,202,202.0
Sara Ahmed,1,202,202.0
Ali Safaa Sadiq,1,202,202.0
Ioannis Nikolaou,1,202,202.0
Abdulellah A. Alaboudi,1,202,202.0
Neil Anderson,1,202,202.0
Yang Guo,1,202,202.0
Stephen A. Woods,1,202,202.0
Ninghui Li,1,202,202.0
Shahid Mumtaz,1,202,202.0
Tanpat Kraiwanit,1,202,202.0
Elena Sitnikova,2,202,101.0
Humaira Ashraf,1,202,202.0
Fazlullah Khan,3,202,67.33333333333333
Tianhao Wang,1,202,202.0
Wolfgang Kuchinke,2,202,101.0
NZ Jhanjhi,1,202,202.0
Ghassan Karam,1,201,201.0
Garikayi Madzudzo,1,201,201.0
Gerben Rienk Visser,1,201,201.0
Jacques Demotes‐Mainard,1,201,201.0
Christine Kubiak,1,201,201.0
Rebecca Kush,1,201,201.0
H. Sitter,1,201,201.0
Monica Dias,1,201,201.0
Jennifer E. O’Callaghan,1,201,201.0
Sampath Rajapaksha,1,201,201.0
Dylan Spalding,1,201,201.0
Karmela Krleža-Jerić,1,201,201.0
Julia L. Wilson,1,201,201.0
Hélène Faure,1,201,201.0
Davina Ghersi,1,201,201.0
Marah Ferdous,1,201,201.0
Enoch Oluwademilade Sodiya,3,201,67.0
Martin Fenner,1,201,201.0
Jing Jiang,3,201,67.0
Hassan Hamad Aldboush,1,201,201.0
Rachel L Knowles,1,201,201.0
Christiane Druml,1,201,201.0
Andrei Petrovski,1,201,201.0
Mihaela Matei,1,201,201.0
Harold Soh,1,201,201.0
Madeline Cheah,1,201,201.0
Lauren B. Becnel,1,201,201.0
Sule Yildirim Yayilgan,2,201,100.5
Pedro Silverio Marques,1,201,201.0
Peter Van Reusel,1,201,201.0
Christopher Ariyo,1,201,201.0
Philippe Ravaud,1,201,201.0
José Luis Vingut Gálvez,1,201,201.0
Barbara E. Bierer,1,201,201.0
Catrin Tudur Smith,1,201,201.0
Luca Clivio,1,201,201.0
Bing Cai Kok,1,201,201.0
Andrew Newbigging,1,201,201.0
Alvin Marcelo,2,201,100.5
Trish Groves,1,201,201.0
Serena Battaglia,1,201,201.0
Rita Banzi,1,201,201.0
Evert-Ben van Veen,1,201,201.0
Daniel Shanahan,1,201,201.0
Ari Lukkarinen,1,201,201.0
Paul D. Houston,1,201,201.0
Christian Gluud,1,201,201.0
Miguel Ángel Mayer,1,200,200.0
Margaret Hansen,1,200,200.0
Annie Lau,1,200,200.0
Carol Bond,1,200,200.0
Elia Gabarrón,1,200,200.0
Panagiotis D. Bamidis,1,200,200.0
Mark Merolli,1,200,200.0
Mowafa Househ,1,200,200.0
Didar Zowghi,2,200,100.0
Farrukh Aslam Khan,3,200,66.66666666666667
Aydogan Özcan,2,200,100.0
Soumaya Ben Dhaou,1,200,200.0
More Ickson Manda,1,200,200.0
M. Claudia tom Dieck,1,199,199.0
Alexandra Taylor,1,199,199.0
Ahmad Alshami,1,199,199.0
Animesh Jain,1,199,199.0
Nina Belei,1,199,199.0
Satinder Juneja,1,199,199.0
Leighton Evans,1,199,199.0
OECD,4,199,49.75
Preeti Tak,1,199,199.0
Sanjar Mohamed AB,1,199,199.0
Qeis Kamran,1,199,199.0
Reto Felix,1,199,199.0
Abdelrahman E. E. Eltoukhy,1,199,199.0
Alireza Abbaspour,1,199,199.0
Kang K. Yen,1,199,199.0
Richard Foster-Fletcher,1,199,199.0
Tarek Zayed,1,199,199.0
Eslam Ali,1,199,199.0
Mihalis Giannakis,1,199,199.0
Sohrab Mokhtari,1,199,199.0
Abhishek Behl,1,199,199.0
Nina Jane Patel,1,199,199.0
Meiyi Yan,1,199,199.0
Judith Nkechinyere Njoku,2,199,99.5
Chris Hinsch,1,199,199.0
Moustafa Elsayed,1,199,199.0
Deepa Kundur,2,199,99.5
Vincent Dutot,1,199,199.0
Arman Sargolzaei,1,199,199.0
Alexander Bleier,1,198,198.0
Lewis Nkenyereye,2,198,99.0
AJung Moon,1,198,198.0
Shengli Sun,1,198,198.0
Emilio García García,1,198,198.0
Zakira Inayat,1,198,198.0
Pericle Salvini,1,198,198.0
Suleman Khan,1,198,198.0
Min Chen,2,198,99.0
Federica Lucivero,1,198,198.0
Nayomi Kankanamge,1,198,198.0
Shalaleh Rismani,1,198,198.0
Andrea Bertolini,1,198,198.0
Hui Wu,1,198,198.0
Shahid Anwar,1,198,198.0
Haiting Han,1,198,198.0
Andres Ruiz Maldonado,1,198,198.0
Bridget Rowan,1,198,198.0
Bert‐Jaap Koops,1,198,198.0
Gauthier Chassang,2,198,99.0
Erica Palmerini,1,198,198.0
P. O. Nicholas,1,198,198.0
N'Mah Yilla-Akbari,1,198,198.0
Kathryn Henne,1,198,198.0
Gurleen Virk,1,198,198.0
Ronald Leenes,1,198,198.0
David Lewis,2,198,99.0
Jess Gallegos,1,198,198.0
Mohamad Fadli Zolkipli,1,198,198.0
Adnan Khalid,2,198,99.0
Zeeshan Aziz,2,198,99.0
Renee Shelby,1,198,198.0
Alex Ryu,1,198,198.0
Preetinder Singh Gill,1,197,197.0
Yuan Lü,1,197,197.0
Marc Kohli,1,197,197.0
Changyuan Gao,1,197,197.0
Tian Zhao,1,197,197.0
Hongjian Sun,2,197,98.5
Fan Li,1,197,197.0
Wei She,1,197,197.0
Nick Ruijs,1,197,197.0
Muhammad Shahbaz,1,197,197.0
Tejkaran Singh Gill,1,197,197.0
Jian-Sen Chen,1,197,197.0
LiLi Zhai,1,197,197.0
J. Raymond Geis,1,197,197.0
Fakhar Shahzad,1,197,197.0
Yanling Hu,1,197,197.0
Ashwini Kamath,1,197,197.0
Jonathan Liebenau,1,196,196.0
Sarvesh Kumar Chaudhary,1,196,196.0
Yanyu Chen,2,196,98.0
Alessandra Tedeschi,1,196,196.0
Nannan Shi,1,196,196.0
Franco Chiarugi,1,196,196.0
Yanping Wang,1,196,196.0
Sujita Kumar Kar,1,196,196.0
Davide Guerri,1,196,196.0
Xingyu Zong,1,196,196.0
Jonathan Mangan,1,196,196.0
Akshay Anand Agrawal,1,196,196.0
Nguyet Quang,1,196,196.0
Vijeth L Urs,1,196,196.0
Adeola Olusola Ajayi-Nifise,4,196,49.0
Daniele Ruscio,1,196,196.0
Ahmad Y. A. Bani Ahmad,3,196,65.33333333333333
Vimal Kumar Paliwal,1,196,196.0
Larry Diamond,1,196,196.0
Alessandro Pollini,1,196,196.0
Chen Zhao,1,196,196.0
Luca Save,1,196,196.0
Huizhen Li,1,196,196.0
Yijiu Yang,1,196,196.0
Ning Liang,1,196,196.0
Haili Zhang,1,196,196.0
Tiziana C. Callari,1,196,196.0
Ravindra Kumar Garg,1,196,196.0
Hamido Fujita,1,196,196.0
Yaxin Chen,1,196,196.0
Daniel Gozman,1,196,196.0
Sophie Lemonnier,1,195,195.0
Estrella López‐Martín,1,195,195.0
Robert I. Reis,1,195,195.0
Claudio Carta,1,195,195.0
Ganesh Chandra Deka,1,195,195.0
Rainald von Gizycki,1,195,195.0
Michele Santoro,1,195,195.0
Prashant Johri,1,195,195.0
Venkat N. Gudivada,1,195,195.0
Wajdi Alhakami,3,195,65.0
Manuel Posada de la Paz,1,195,195.0
Yaffa Rubinstein,1,195,195.0
Yllka Kodra,1,195,195.0
Hanns Lochmüller,1,195,195.0
Jérôme Weinbach,1,195,195.0
Hangyu Zhu,2,195,97.5
Fabrizio Bianchi,1,195,195.0
Youssef Iraqi,1,195,195.0
Alessio Coi,1,195,195.0
S Faisal Ahmed,1,195,195.0
Paul Landais,1,195,195.0
Paola Torreri,1,195,195.0
Rajvardhan Patil,1,195,195.0
Ronald Cornet,1,195,195.0
David van Enckevort,1,195,195.0
Veronica Popa,1,195,195.0
Daniel Renault,1,195,195.0
Marieke van Meel,1,195,195.0
Mohammad Hosseinpour,1,195,195.0
Anna Ambrosini,1,195,195.0
Domenica Taruscio,1,195,195.0
Suyel Namasudra,1,195,195.0
Sabina Gainotti,1,195,195.0
Thavavel Vaiyapuri,2,194,97.0
Yu-Chen Wei,1,194,194.0
Hanyu Wei,1,194,194.0
Ahmad Madary,1,194,194.0
Adel Binbusayyis,2,194,97.0
Xinyi Wang,1,194,194.0
Renjie Li,1,194,194.0
Funmilola Olatundun Olatoye,2,194,97.0
Juan C. Vásquez,1,194,194.0
Najmeh Bazmohammadi,1,194,194.0
Naimeng Yao,1,194,194.0
Hamid Baz Mohammadi,1,194,194.0
Guan Huang,1,194,194.0
Xiaotong Gu,1,194,194.0
Ying Wu,1,194,194.0
Alvin Huseinovic,1,193,193.0
Tien‐Hsiung Weng,1,193,193.0
Ji‐Jiang Yang,1,193,193.0
Przemysław Bereziński,1,193,193.0
Yan Pei,1,193,193.0
Bartosz Jasiul,1,193,193.0
Arcangelo Castiglione,1,193,193.0
Huina Wang,1,193,193.0
Qing Zhao,1,193,193.0
Marcin Szpyrka,1,193,193.0
Konstantinos Margetis,1,193,193.0
Kuan‐Ching Li,1,193,193.0
Hongzhi Li,1,193,193.0
Xi Xu,1,193,193.0
Linna Zhao,1,193,193.0
Saša Mrdović,1,193,193.0
Kemal Biçakcı,1,193,193.0
Zhichao Zhu,1,193,193.0
Yining Chen,1,193,193.0
Mert Karabacak,1,193,193.0
Changwei Song,1,193,193.0
Christopher Akiki,1,192,192.0
Paulo Villegas,1,192,192.0
Oleh Shliazhko,1,192,192.0
Evgenii Zheltonozhskii,1,192,192.0
Jason Stillerman,1,192,192.0
Joël Lamy-Poirier,1,192,192.0
Nour Fahmy,1,192,192.0
Hailey Schoelkopf,1,192,192.0
Jennifer G. Robinson,1,192,192.0
Denis Kocetkov,1,192,192.0
Jenny Chim,1,192,192.0
Leandro von Werra,1,192,192.0
Mohd Tariq,1,192,192.0
Yangtian Zi,1,192,192.0
Federico Casolari,2,192,96.0
Marco Zocca,1,192,192.0
Mayank Mishra,1,192,192.0
Maxim Kunakov,1,192,192.0
Chenghao Mou,1,192,192.0
Shahid Tufail,1,192,192.0
Claire Schlesinger,1,192,192.0
Siva Sankalp Patel,1,192,192.0
Siva Reddy,1,192,192.0
Alex Gu,1,192,192.0
Dzmitry Bahdanau,1,192,192.0
Swayam Singh,1,192,192.0
Qian Liu,1,192,192.0
Loubna Ben Allal,1,192,192.0
Fedor Zhdanov,1,192,192.0
Tri Dao,1,192,192.0
Tong Lee,1,192,192.0
João Monteiro,1,192,192.0
Rudra Murthy,1,192,192.0
Olivier Dehaene,1,192,192.0
Carolyn Jane Anderson,1,192,192.0
Raymond Li,1,192,192.0
Jan Ebert,1,192,192.0
Ming‐Ho Yee,1,192,192.0
Nicholas Meade,1,192,192.0
Niklas Muennighoff,1,192,192.0
Zhiruo Wang,1,192,192.0
Thomas J. Wang,1,192,192.0
Zhihan Zhang,1,192,192.0
"Ding, Jennifer",1,192,192.0
Mishig Davaadorj,1,192,192.0
Marc Marone,1,192,192.0
Yacine Jernite,1,192,192.0
Manuel Romero,1,192,192.0
Muhtasham Oblokulov,1,192,192.0
Nadav Timor,1,192,192.0
Hugo Riggs,1,192,192.0
Manan Dey,1,192,192.0
Dmitry Abulkhanov,1,192,192.0
Nicolas Gontier,1,192,192.0
Sasha Luccioni,1,192,192.0
Terry Yue Zhuo,1,192,192.0
Wenhao Yu,1,192,192.0
Logesh Kumar Umapathi,1,192,192.0
Xiaohui Cui,2,192,96.0
Benjamin Lipkin,1,192,192.0
Harm de Vries,1,192,192.0
Brendan Dolan-Gavitt,1,192,192.0
Daniel Fried,1,192,192.0
Danish Contractor,1,192,192.0
Arjun Guha,1,192,192.0
Carlos Muñoz Ferrandis,1,192,192.0
Sean Hughes,1,192,192.0
Urvashi Bhattacharyya,1,192,192.0
Armel Randy Zebaze,1,192,192.0
Qianbin Chen,1,191,191.0
Qing Xue,1,191,191.0
Sandeep Jagtap,1,191,191.0
Tobi Fadiji,1,191,191.0
Guillermo Garcia‐Garcia,1,191,191.0
Tim Miller,2,191,95.5
Shaodan Ma,1,191,191.0
Farah Bader,1,191,191.0
Wei Zhang,1,191,191.0
Yongjun Xu,1,191,191.0
Mamoon M. Saeed,3,191,63.666666666666664
Xueli Wang,1,191,191.0
Hana Trollman,1,191,191.0
Konstantinos Salonitis,1,191,191.0
Chengwang Ji,1,191,191.0
Jiajia Guo,1,191,191.0
Teemu Birkstedt,1,191,191.0
H Shaimaa Akram,1,190,190.0
Tim Krause,1,190,190.0
Mohammed Mahyoub,1,190,190.0
Tom Roberts,1,190,190.0
Dimitri Konstantas,1,190,190.0
Vitomir Štruc,1,189,189.0
Peter Rot,1,189,189.0
Christophe Gaudet-Blavignac,3,189,63.0
Dana Moukheiber,2,189,94.5
Satish Kumar,1,189,189.0
Walter J. Scheirer,1,189,189.0
Naser Damer,1,189,189.0
Peter Peer,1,189,189.0
Arjan Kuijper,1,189,189.0
Ruey‐Jer “Bryan” Jean,1,189,189.0
Md. Manirul Islam,2,189,94.5
Md. Hafiz Ahamed,2,189,94.5
Md. Mehedi Hasan,2,189,94.5
Blaž Meden,1,189,189.0
Klaus E. Meyer,1,189,189.0
Nitesh Pandey,1,189,189.0
Md. Firoj Ali,2,189,94.5
Jiatao Li,1,189,189.0
Sarafat Hussain Abhi,2,189,94.5
Keith D. Brouthers,1,189,189.0
J. Christopher Westland,1,189,189.0
Weng Marc Lim,1,189,189.0
Philipp Terhörst,1,189,189.0
Arun Ross,1,189,189.0
Prangon Das,2,189,94.5
Curtis Goldsby,1,188,188.0
Wei Guo,1,188,188.0
Zhe Zhang,1,188,188.0
Luyi Chang,1,188,188.0
John G. Keogh,2,188,94.0
Marvin Hanisch,1,188,188.0
Madeleine J. Murtagh,2,188,94.0
Xiuquan Qiao,1,188,188.0
Nicolai Etienne Fabian,1,188,188.0
Yi Wu,1,188,188.0
Pei Li,1,188,188.0
Yukang Shen,1,188,188.0
Marie-Agnès Jouanjean,1,188,188.0
Xi Shan,1,188,188.0
Jana Oehmichen,1,188,188.0
Kosmas Apostolidis,1,187,187.0
Christos Androutsos,1,187,187.0
Ruth Lewis,1,187,187.0
Kashif Mehboob Khan,1,187,187.0
Francesca Garcia,1,187,187.0
Eugenia Mylona,1,187,187.0
Nicole Martinez‐Martin,3,187,62.333333333333336
Dimitrios I. Zaridis,1,187,187.0
Dimitrios I. Fotiadis,1,187,187.0
Nikolaos S. Tachos,1,187,187.0
Eric Perakslis,2,187,93.5
Jeannie Paterson,1,187,187.0
Emily Windle,1,187,187.0
Kyriacos Petrou,1,187,187.0
Clare Wiper,1,187,187.0
Luis F. Ochoa,1,187,187.0
Arthur Gonçalves Givisiez,1,187,187.0
Simon Coghlan,1,187,187.0
Muhammad Mubashir Khan,1,187,187.0
Dalia Abdulkareem Shafiq,1,186,186.0
Stefan Buttigieg,2,186,93.0
David Novillo-Ortiz,2,186,93.0
Indu Bala,2,186,93.0
Davor Svetinović,2,186,93.0
Lourdes Cirugeda,1,185,185.0
Mark Nieuwenhuijsen,1,185,185.0
Tim Cadman,1,185,185.0
Chandni Maria Jacob,1,185,185.0
Charline Warembourg,1,185,185.0
Sabrina Llop,1,185,185.0
Tiffany Yang,1,185,185.0
H. Urquiza,1,185,185.0
Leda Chatzi,1,185,185.0
Giovenale Moirano,1,185,185.0
Tuija M. Mikkola,1,185,185.0
Daniela Zugna,1,185,185.0
Florianne O. L. Vehmeijer,1,185,185.0
Maja Popović,1,185,185.0
Rachel E. Foong,1,185,185.0
Serena Fossati,1,185,185.0
Milena Maule,1,185,185.0
Mònica López-Vicente,1,185,185.0
Mian Qian,1,185,185.0
Léa Maître,1,185,185.0
Colin Ripley,1,185,185.0
Sylvain Sebert,1,185,185.0
Sílvia Fernández‐Barrés,1,185,185.0
Johanna L. T. Nader,1,185,185.0
Jose Lea,1,185,185.0
Paul Wilson,1,185,185.0
Osama Halabi,1,185,185.0
Berthold Koletzko,1,185,185.0
Hanan El Marroun,1,185,185.0
Nerea Lertxundi,1,185,185.0
Elena Isaevska,1,185,185.0
