Source,Target,Weight
adaptive learning,computer science,9
adaptive learning,educational technology,5
adaptive learning,engineering ethics,3
adaptive learning,knowledge management,4
adaptive learning,personalized learning,5
educational technology,human–computer interaction,3
educational technology,personalized learning,5
educational technology,software deployment,3
emerging technologies,software deployment,4
engineering ethics,personalized learning,4
ethical issues,key (lock),4
artificial intelligence,mhealth,4
artificial intelligence,privacy policy,4
business,mhealth,4
computer security,mhealth,5
health care,variety (cybernetics),8
information privacy,mhealth,5
epistemology,sovereignty,3
philosophy,sovereignty,6
programming language,sovereignty,3
criminal justice,criminology,3
criminal justice,economic justice,6
criminology,economic justice,3
artificial intelligence,spoofing attack,3
botnet,denial-of-service attack,7
intrusion detection system,spoofing attack,3
botnet,context (archaeology),3
botnet,operating system,7
botnet,paleontology,3
cybercrime,process (computing),3
botany,network security,4
exploit,mathematics,5
identification (biology),network security,5
big data,inclusion (mineral),4
business,inclusion (mineral),7
business,precision medicine,3
computer science,inclusion (mineral),18
data science,inclusion (mineral),8
health care,inclusion (mineral),3
inclusion (mineral),social psychology,10
philosophy,precision medicine,3
precision medicine,risk analysis (engineering),3
internet of things,smart grid,8
building information modeling,computer science,5
building information modeling,computer security,3
building information modeling,engineering,5
building information modeling,systems engineering,3
digital transformation,embedded system,7
digital transformation,industry 4.0,7
digital transformation,key (lock),5
enabling,engineering,10
enabling,key (lock),8
industry 4.0,systems engineering,9
psychotherapist,systems engineering,4
bioinformatics,gene,7
bioinformatics,genetics,6
computational biology,data mining,4
data mining,genetics,5
data mining,genome,4
data mining,genomics,4
ecology,gene,5
boosting (machine learning),data mining,8
boosting (machine learning),ensemble learning,5
data mining,gradient boosting,8
empirical research,geodesy,3
empirical research,geography,3
ensemble learning,gradient boosting,4
ensemble learning,intrusion detection system,8
ensemble learning,mathematics,6
geodesy,statistics,3
archaeology,corporate governance,12
archaeology,risk analysis (engineering),12
architecture,corporate governance,6
architecture,exploit,4
architecture,finance,5
architecture,sociology,3
business,modalities,4
corporate governance,programming language,13
corporate governance,set (abstract data type),5
exploit,finance,5
exploit,social science,3
exploit,sociology,6
finance,set (abstract data type),8
health care,modalities,4
law,modalities,6
modalities,political science,6
business,externality,3
computer science,corporate social responsibility,6
computer science,externality,3
corporate social responsibility,engineering,5
economics,externality,3
engineering management,industrial organization,4
engineering management,operations research,3
engineering management,public relations,3
externality,microeconomics,3
operations research,political science,7
data science,dimension (graph theory),8
dimension (graph theory),physics,3
engineering,qualitative property,3
mathematics,qualitative research,7
medline,qualitative research,11
medline,variety (cybernetics),3
process management,qualitative research,3
process management,social science,4
process management,thermodynamics,7
process management,variety (cybernetics),3
pure mathematics,qualitative research,3
pure mathematics,resilience (materials science),3
pure mathematics,thermodynamics,3
qualitative research,systematic review,6
qualitative research,variety (cybernetics),3
systematic review,variety (cybernetics),3
business,relation (database),4
coronavirus disease 2019 (covid-19),finance,4
data governance,economic growth,3
data governance,workforce,3
data quality,economic growth,6
database,relation (database),7
disease,finance,4
economic growth,metric (unit),6
finance,infectious disease (medical specialty),4
finance,public health,6
marketing,workforce,6
medicine,relation (database),3
nursing,workforce,3
field (mathematics),information and communications technology,4
field (mathematics),smart grid,3
geometry,information and communications technology,3
geometry,operations management,5
grid,operations management,3
information and communications technology,pure mathematics,4
information and communications technology,smart grid,4
information and communications technology,systems engineering,3
information and communications technology,the internet,3
management system,world wide web,4
operations management,systems engineering,3
operations management,the internet,3
pure mathematics,smart grid,3
computer science,phasor,3
computer science,telecommunications network,7
computer security,telecommunications network,5
critical infrastructure,electric power system,4
critical infrastructure protection,engineering,4
cyber-physical system,software deployment,3
electric power system,phasor,3
electric power system,telecommunications,3
electrical engineering,phasor,3
electrical engineering,telecommunications network,4
engineering,phasor,3
engineering,telecommunications network,5
phasor,physics,3
phasor,power (physics),3
phasor,quantum mechanics,3
physics,telecommunications network,3
power (physics),software deployment,6
power (physics),telecommunications network,3
quantum mechanics,telecommunications network,3
smart grid,telecommunications network,4
telecommunications,telecommunications network,6
biology,electricity,4
communications system,systems engineering,3
computer science,electrification,5
electrical engineering,electrification,5
electricity,electrification,6
electricity,systems engineering,4
electrification,engineering,5
electrification,renewable energy,4
evolutionary biology,telecommunications,3
function (biology),telecommunications,3
mathematics,telecommunications network,3
renewable energy,telecommunications,6
systems engineering,telecommunications network,3
alliance,business,3
big data,genomics,3
biochemistry,genome,4
biochemistry,genomics,4
business,genome,4
business,genomics,4
business,suite,3
computer security,genomics,3
genome,world wide web,5
genomics,world wide web,5
law,suite,3
political science,suite,3
chatbot,computer security,3
chatbot,data science,4
chatbot,internet privacy,4
computer science,tracing,5
operating system,tracing,4
programming language,tracing,3
tracing,world wide web,3
criminology,cyberspace,4
criminology,law enforcement,7
law enforcement,psychology,5
computer science,jurisprudence,4
data science,law and economics,3
jurisprudence,law,4
jurisprudence,philosophy,3
jurisprudence,political science,4
finance,generative grammar,4
aerospace engineering,marketing,4
aerospace engineering,process (computing),5
aerospace engineering,situation analysis,3
ambiguity,biology,3
ambiguity,business,3
ambiguity,computer science,6
ambiguity,computer security,3
ambiguity,data science,3
ambiguity,engineering,3
ambiguity,knowledge management,3
ambiguity,law,3
ambiguity,philosophy,3
ambiguity,political science,3
ambiguity,programming language,5
business,situation analysis,3
computer network,marketing,7
computer network,process (computing),10
computer science,situation analysis,3
computer security,situation analysis,3
data science,situational ethics,3
engineering,situation analysis,3
epistemology,situation awareness,3
epistemology,systems engineering,7
law,task (project management),9
marketing,situation analysis,3
marketing,situation awareness,3
marketing,systems engineering,9
philosophy,situation awareness,4
philosophy,systems engineering,11
political science,task (project management),10
programming language,resource (disambiguation),4
quality (philosophy),systems engineering,3
situation analysis,situation awareness,3
situation awareness,systems engineering,4
business,jurisdiction,4
computer science,jurisdiction,4
control (management),law and economics,3
corporate governance,digital economy,4
corporate governance,law and economics,13
corporate governance,scope (computer science),3
jurisdiction,law,7
jurisdiction,political science,7
law and economics,management,9
law and economics,programming language,7
openness to experience,programming language,4
government (linguistics),perspective (graphical),4
block (permutation group theory),database,3
block (permutation group theory),distributed computing,4
cryptocurrency,distributed computing,3
cryptocurrency,operating system,7
distributed computing,hash function,3
mathematics,overhead (engineering),4
operating system,theoretical computer science,5
overhead (engineering),programming language,3
artificial intelligence,swarm behaviour,3
computer science,swarm behaviour,3
machine learning,swarm behaviour,3
blockchain,data modeling,3
blockchain,data protection act 1998,4
blockchain,exploit,4
collaborative learning,computer science,3
collaborative learning,knowledge management,3
computation,data science,4
data sharing,exploit,3
exploit,knowledge management,4
applications of artificial intelligence,perspective (graphical),3
applications of artificial intelligence,social psychology,3
architecture,psychology,3
art,social psychology,3
edge computing,perspective (graphical),3
edge computing,psychology,3
enhanced data rates for gsm evolution,perspective (graphical),3
inference,psychology,4
psychology,visual arts,4
corporate governance,stakeholder,10
stakeholder,transparency (behavior),10
biochemistry,deep learning,8
chemistry,deep learning,9
deep learning,gene,8
accounting,test (biology),3
biology,construction engineering,3
biology,construction industry,3
biology,resistance (ecology),5
business,construction industry,4
business,resistance (ecology),4
computer science,construction industry,5
construction engineering,construction industry,6
construction engineering,operating system,3
construction industry,engineering,6
construction industry,operating system,3
ecology,resistance (ecology),5
ecology,social science,10
engineering,test (biology),5
knowledge management,resistance (ecology),3
paleontology,standardization,3
engineering,preparedness,4
engineering ethics,preparedness,3
harm,nursing,3
preparedness,risk analysis (engineering),3
developing country,engineering,3
developing country,law,7
digital transformation,economic system,3
digital transformation,machine learning,3
economic growth,economic system,4
economic system,engineering,3
economic system,industrial revolution,3
industrial revolution,machine learning,3
authentication (law),software deployment,5
chemistry,encryption,3
android (operating system),artificial intelligence,6
android (operating system),biology,3
biology,energy consumption,4
biology,support vector machine,5
computer security,energy consumption,5
data mining,power (physics),11
embedded system,random forest,3
embedded system,ransomware,3
embedded system,support vector machine,4
energy consumption,operating system,7
internet of things,power (physics),5
internet of things,random forest,4
internet of things,real-time computing,4
internet of things,support vector machine,6
operating system,random forest,5
real-time computing,support vector machine,3
engineering,theoretical computer science,6
automation,robustness (evolution),3
chemistry,mechanical engineering,3
blockchain,field (mathematics),10
blockchain,pure mathematics,10
blueprint,computer science,7
blueprint,computer security,5
blueprint,engineering,8
blueprint,mechanical engineering,8
database,mechanical engineering,8
mechanical engineering,scalability,3
pure mathematics,scalability,5
confidentiality,mathematical analysis,3
mathematical analysis,work (physics),5
engineering,narrative,5
medicine,narrative,6
data mining,emerging technologies,4
emerging technologies,geometry,3
geometry,knowledge management,7
computer network,finance,5
exploit,scalability,4
accountability,emerging technologies,3
automation,emerging technologies,5
business,good governance,3
business,public trust,3
confidentiality,perception,3
consumer behaviour,perception,3
consumer protection,government (linguistics),3
corporate governance,emerging technologies,6
corporate governance,good governance,3
corporate governance,public policy,7
database transaction,marketing,4
digital economy,knowledge management,5
digital economy,public relations,3
digital marketing,knowledge management,3
digital marketing,public relations,3
digital revolution,marketing,3
emerging technologies,public policy,4
good governance,political science,3
good governance,public relations,3
government (linguistics),information ethics,3
information ethics,key (lock),3
key (lock),perception,3
knowledge management,public policy,6
legal aspects of computing,political science,4
marketing,nexus (standard),3
nexus (standard),sociology,3
perception,public policy,4
perception,public trust,3
political science,public trust,3
public policy,sociology,7
public relations,public trust,3
public trust,sociology,3
business,misinformation,4
confidentiality,nursing,7
confidentiality,psychological intervention,4
corporate governance,digital health,4
corporate governance,health policy,3
data governance,digital health,3
data sharing,informed consent,3
digital health,medical education,5
digital health,mhealth,5
digital health,psychological intervention,7
ehealth,knowledge management,3
engineering ethics,misinformation,6
health policy,internet privacy,4
knowledge management,misinformation,5
knowledge management,procurement,4
knowledge management,unintended consequences,5
medicine,resilience (materials science),6
medicine,unintended consequences,3
mental health,mhealth,4
mental health,nursing,5
mhealth,psychology,7
nursing,resilience (materials science),3
political science,procurement,4
psychology,unintended consequences,4
psychology,workforce,4
public relations,resilience (materials science),3
automation,systems engineering,11
cyber-physical system,reliability engineering,3
cyber-physical system,systems engineering,6
reliability engineering,systems engineering,6
computer science,health equity,5
computer science,socioeconomic status,4
data collection,population,3
data science,health equity,3
diversity (politics),philosophy,3
diversity (politics),psychology,5
epistemology,protocol (science),3
family medicine,mathematics,3
family medicine,psychology,10
family medicine,statistics,3
gerontology,population,3
health care,health equity,8
health equity,law,8
health equity,medicine,5
health equity,nursing,4
health equity,political science,8
health equity,psychology,4
health equity,public health,4
medical education,protocol (science),3
political science,socioeconomic status,4
population,socioeconomic status,5
big data,data anonymization,3
data anonymization,internet privacy,5
data anonymization,law,4
data anonymization,political science,4
data science,privacy software,5
aerospace engineering,database,3
cloud computing,nursing,4
cloud computing security,medicine,4
data science,database transaction,3
database transaction,microeconomics,3
incentive,programming language,3
epistemology,software engineering,9
knowledge management,metaverse,5
knowledge management,virtual reality,6
perspective (graphical),virtual reality,3
digital transformation,mathematics,5
digital transformation,process (computing),10
digital transformation,pure mathematics,3
dimension (graph theory),world wide web,4
engineering ethics,mathematical analysis,4
face (sociological concept),operating system,4
face (sociological concept),world wide web,3
higher education,operating system,9
higher education,process (computing),6
knowledge management,selection (genetic algorithm),4
computer science,fuzz testing,4
fuzz testing,programming language,4
fuzz testing,software,4
china,economics,8
architecture,blueprint,3
architecture,systems engineering,7
art,systems engineering,9
digitization,physics,4
electrical engineering,work (physics),7
power (physics),work (physics),4
quantum mechanics,work (physics),5
smart grid,work (physics),4
systems engineering,visual arts,9
telecommunications,work (physics),6
alternative medicine,deep learning,4
data sharing,deep learning,4
ehealth,world wide web,3
botany,economic growth,3
computer science,prosperity,6
context (archaeology),sustainable development,8
digitization,sustainable development,3
ecology,telecommunications,6
economic growth,prosperity,5
economic system,philosophy,4
economics,prosperity,6
engineering,prosperity,4
government (linguistics),telecommunications,6
linguistics,telecommunications,10
operating system,prosperity,4
paleontology,sustainable development,4
philosophy,prosperity,3
process (computing),sustainable development,3
prosperity,sustainable development,3
sustainability,telecommunications,5
economic growth,implementation,3
economics,implementation,6
implementation,internet of things,7
artificial intelligence,automatic summarization,4
blueprint,business,5
blueprint,political science,3
computer science,swot analysis,4
engineering,strengths and weaknesses,9
engineering,swot analysis,4
epistemology,sustainable development,4
law,swot analysis,3
management science,mechanical engineering,5
management science,strengths and weaknesses,5
management science,sustainable development,7
marketing,strengths and weaknesses,3
marketing,sustainable development,4
mechanical engineering,sustainable development,6
political science,swot analysis,4
process management,strengths and weaknesses,4
process management,swot analysis,4
strengths and weaknesses,sustainable development,3
strengths and weaknesses,swot analysis,3
distributed computing,emulation,3
embedded system,node (physics),3
embedded system,structural engineering,3
emulation,scalability,3
scalability,telecommunications,8
agriculture,knowledge management,4
archaeology,qualitative research,3
business,qualitative property,9
categorization,engineering,6
food security,marketing,3
geography,qualitative research,6
marketing,qualitative property,5
affect (linguistics),social psychology,5
ethical issues,stakeholder,5
order (exchange),psychology,6
order (exchange),social psychology,4
research ethics,social psychology,5
social psychology,stakeholder,3
business,emerging markets,7
business,institution,5
coding (social sciences),computer science,3
coding (social sciences),sociology,3
computer science,emerging markets,4
computer science,public policy,6
data protection act 1998,economics,16
developing country,knowledge management,3
developing country,sociology,4
economics,equity (law),7
emerging markets,knowledge management,3
emerging technologies,institution,3
equity (law),sociology,8
institution,knowledge management,3
institution,public relations,4
knowledge management,survey data collection,3
big data,psychiatry,3
law,market economy,4
artificial intelligence,steganography,3
computer science,steganography,3
computer security,object (grammar),3
object (grammar),world wide web,3
corporate governance,environmental health,3
corporate governance,mechanical engineering,8
corporate governance,population,7
corporate governance,scrutiny,5
corporate governance,work (physics),5
data governance,data management,8
data governance,mechanical engineering,3
data governance,work (physics),4
data management,work (physics),3
data quality,mechanical engineering,6
data quality,population,3
data quality,work (physics),5
data science,scrutiny,3
data sharing,environmental health,3
data sharing,population,3
database,work (physics),6
engineering,environmental health,6
engineering,suite,3
environmental health,finance,3
environmental health,mechanical engineering,3
environmental health,work (physics),3
finance,population,9
marketing,scrutiny,4
mechanical engineering,population,4
mechanical engineering,service (business),7
medicine,scrutiny,4
population,work (physics),3
agriculture,environmental economics,3
agriculture,environmental planning,4
agriculture,environmental resource management,7
agriculture,environmental science,4
agriculture,natural resource economics,5
biology,macroeconomics,10
biology,production (economics),3
computer science,natural resource economics,5
ecology,macroeconomics,7
economics,nexus (standard),3
environmental planning,physics,3
environmental science,physics,3
architecture,industrial internet,4
art,industrial internet,4
automation,hacker,3
hacker,internet of things,7
industrial internet,internet privacy,3
industrial internet,visual arts,4
malware,psychology,9
domain (mathematical analysis),government (linguistics),4
government (linguistics),mathematical analysis,5
image (mathematics),linguistics,3
image (mathematics),medical imaging,4
information retrieval,linguistics,8
information retrieval,mathematical analysis,5
mathematics,medical imaging,3
art,operations management,4
art,statistics,4
computer science,energy storage,7
distributed computing,energy storage,5
distributed generation,energy storage,4
distributed generation,mathematics,10
distributed generation,physics,12
distributed generation,power (physics),12
distributed generation,quantum mechanics,12
distributed generation,systems engineering,6
electrical engineering,energy storage,5
energy (signal processing),power (physics),5
energy management,physics,3
energy management,systems engineering,4
energy storage,engineering,6
energy storage,mathematics,4
energy storage,microgrid,4
energy storage,physics,6
energy storage,power (physics),6
energy storage,quantum mechanics,6
energy storage,renewable energy,6
mathematics,microgrid,5
mathematics,scheduling (production processes),4
operations management,statistics,8
operations management,visual arts,3
power (physics),statistics,9
quantum mechanics,statistics,14
renewable energy,statistics,3
statistics,systems engineering,6
statistics,visual arts,4
law,peer review,3
peer review,political science,3
peer review,psychology,3
emerging markets,finance,5
accounting,geography,4
audit,engineering management,3
best practice,engineering management,5
business,interconnectivity,3
decentralization,distributed computing,3
decentralization,electrical engineering,4
decentralization,smart grid,3
distributed computing,law,5
distributed computing,political science,5
distributed computing,risk analysis (engineering),6
electrical engineering,industry 4.0,3
embedded system,geometry,6
embedded system,grid,3
geometry,industry 4.0,4
geometry,interconnectivity,3
analytics,business analysis,10
analytics,business analytics,12
analytics,business model,13
analytics,ecology,3
big data,business analysis,7
big data,business analytics,9
biology,business analysis,3
biology,business analytics,3
biology,business model,8
business,business analysis,10
business,business analytics,11
business analysis,business analytics,10
business analysis,business model,10
business analysis,computer science,10
business analysis,data science,10
business analysis,knowledge management,10
business analysis,marketing,10
business analysis,world wide web,3
business analytics,business model,11
business analytics,computer science,12
business analytics,data science,12
business analytics,knowledge management,12
business analytics,marketing,11
business analytics,the internet,3
business analytics,world wide web,4
business model,digital transformation,4
business model,ecology,5
business model,sustainability,3
computer science,web modeling,3
sustainability,the internet,4
web modeling,world wide web,3
biochemistry,internet of things,9
chemistry,internet of things,9
digital transformation,internet of things,5
gene,internet of things,7
gene,marketing,4
internet of things,service (business),6
marketing,smart city,4
marketing,transformation (genetics),3
process management,smart city,8
cloud computing,utility computing,8
cloud computing security,computer network,7
cloud computing security,utility computing,8
computer science,utility computing,8
computer security,utility computing,4
data science,utility computing,7
distributed computing,utility computing,3
operating system,utility computing,8
utility computing,world wide web,5
pace,programming language,4
pace,sociology,3
2019-20 coronavirus outbreak,computer security,7
2019-20 coronavirus outbreak,information privacy,3
2019-20 coronavirus outbreak,internet privacy,7
computer security,outbreak,8
computer security,severe acute respiratory syndrome coronavirus 2 (sars-cov-2),5
computer security,virology,8
coronavirus disease 2019 (covid-19),information privacy,7
disease,information privacy,6
infectious disease (medical specialty),information privacy,6
information privacy,pandemic,5
internet privacy,outbreak,6
internet privacy,severe acute respiratory syndrome coronavirus 2 (sars-cov-2),6
internet privacy,virology,6
architectural engineering,geography,4
computer science,development (topology),4
development (topology),engineering,3
development (topology),mathematical analysis,4
development (topology),mathematics,4
engineering,regional science,3
environmental planning,mathematics,3
environmental planning,regional science,3
mathematics,regional science,4
applications of artificial intelligence,higher education,3
comprehension,computer science,3
computer science,obligation,4
engineering,obligation,3
engineering ethics,obligation,3
engineering ethics,reciprocity (cultural anthropology),3
government (linguistics),leverage (statistics),4
government (linguistics),management science,7
government (linguistics),preparedness,3
knowledge management,preparedness,4
obligation,political science,4
coronavirus disease 2019 (covid-19),medical emergency,6
coronavirus disease 2019 (covid-19),telemedicine,8
disease,medical emergency,6
disease,modalities,3
disease,telemedicine,7
economics,modalities,3
infectious disease (medical specialty),medical emergency,6
infectious disease (medical specialty),telemedicine,7
medical emergency,nursing,7
medical emergency,pandemic,6
medical emergency,public health,3
medical emergency,telemedicine,4
medicine,modalities,8
modalities,pathology,5
nursing,telemedicine,8
pandemic,telemedicine,8
pathology,telemedicine,8
public health,telemedicine,4
computer security,fintech,5
alternative medicine,anonymity,4
anonymity,medicine,5
anonymity,pathology,5
computer science,formal verification,3
botany,health care,5
context (archaeology),relevance (law),3
health care,identification (biology),4
nursing,relevance (law),3
relevance (law),risk analysis (engineering),3
biology,implementation,9
business,natural language processing,7
business,nist,6
computer science,welfare,3
engineering management,implementation,5
implementation,paleontology,7
knowledge management,public administration,5
law,nist,6
nist,political science,6
intrusion detection system,wireless sensor network,3
bridging (networking),mathematics,3
computer network,corporate governance,3
corporate governance,field (mathematics),6
epistemology,public administration,6
field (mathematics),government (linguistics),3
field (mathematics),management,3
field (mathematics),public administration,4
government (linguistics),pure mathematics,3
management,pure mathematics,4
mathematics,public administration,6
public administration,pure mathematics,4
public administration,regional science,4
regional science,sociology,6
big data,power (physics),6
big data,reliability (semiconductor),5
data mining,reliability (semiconductor),4
artificial intelligence,industrial engineering,3
artificial intelligence,predictive power,3
big data,electricity,3
data mining,electric power system,4
data mining,electricity,3
electric power system,electricity,8
electric power system,industrial engineering,3
electric power system,philosophy,3
electrical engineering,industrial engineering,3
electricity,machine learning,3
industrial engineering,physics,3
industrial engineering,power (physics),3
industrial engineering,quantum mechanics,3
machine learning,predictive power,3
accountability,epistemology,6
empirical research,transparency (behavior),4
epistemology,intellectual property,4
intellectual property,philosophy,5
current (fluid),internet privacy,4
deception,internet privacy,4
deception,misinformation,3
misinformation,social psychology,4
market economy,marketing,3
marketing,state (computer science),5
anthropology,finance,3
artificial intelligence,conceptual framework,3
business,consistency (knowledge bases),3
conceptual framework,economics,4
control (management),field (mathematics),3
control (management),pure mathematics,3
field (mathematics),finance,6
incentive,key (lock),3
key (lock),social science,5
social science,typology,3
artificial intelligence,data type,4
bioinformatics,machine learning,3
bioinformatics,marketing,4
bioinformatics,programming language,4
data mining,data type,3
data type,programming language,4
political science,resistance (ecology),3
public relations,resistance (ecology),3
business,operationalization,5
epistemology,international trade,3
european union,physics,6
european union,security policy,3
field (mathematics),politics,5
international trade,mathematics,4
international trade,philosophy,7
international trade,security policy,3
physics,public administration,7
politics,pure mathematics,5
public administration,quantum mechanics,5
public administration,security policy,3
applications of artificial intelligence,thematic analysis,3
human resource management,perception,3
human resource management,thematic analysis,3
human resources,thematic analysis,3
key (lock),qualitative research,3
knowledge management,sample (material),6
perception,sample (material),3
big data,qualitative research,6
business,dynamic capabilities,3
computer science,dynamic capabilities,3
critical infrastructure,data breach,4
critical infrastructure,knowledge management,4
data breach,data quality,4
data breach,metric (unit),4
data governance,qualitative research,3
dynamic capabilities,knowledge management,3
dynamic capabilities,marketing,3
finance,thematic analysis,4
architecture,intrusion detection system,6
art,intrusion detection system,6
computer security,wearable technology,9
internet of things,wearable computer,7
internet of things,wearable technology,4
intrusion detection system,visual arts,6
blockchain,data exchange,3
business,commercialization,5
business,wireless sensor network,4
commercialization,computer science,5
commercialization,engineering,3
commercialization,marketing,5
commercialization,risk analysis (engineering),3
risk analysis (engineering),wireless sensor network,3
software deployment,wireless sensor network,3
energy (signal processing),grid,5
geodesy,quantum mechanics,7
countermeasure,smart grid,3
artificial intelligence,pace,10
generative grammar,geodesy,3
generative grammar,geography,5
geodesy,key (lock),5
chatbot,knowledge management,5
chatbot,political science,3
clinical decision support system,knowledge management,4
decision support system,knowledge management,5
pathology,predictive analytics,3
programming language,psychological intervention,5
psychological intervention,vulnerability (computing),3
cloud computing,provisioning,3
computer network,edge device,5
computer network,enabling,7
computer network,provisioning,4
computer science,provisioning,5
operating system,provisioning,4
accounting,automation,4
accounting,mechanical engineering,10
audit,automation,3
audit,mechanical engineering,7
applications of artificial intelligence,process management,3
corporate governance,resource (disambiguation),3
human resources,process management,3
management science,thematic analysis,5
process management,resource (disambiguation),6
resource (disambiguation),systematic review,3
smart city,the internet,8
bottleneck,computer security,3
distributed computing,server,8
big data,spark (programming language),4
computer science,spark (programming language),4
data mining,spark (programming language),4
programming language,spark (programming language),4
cyber-physical system,vulnerability (computing),8
architectural engineering,civil engineering,3
architectural engineering,mechanical engineering,4
architectural engineering,operating system,4
civil engineering,mechanical engineering,4
civil engineering,work (physics),3
internet of things,systems engineering,8
internet of things,work (physics),12
interoperability,mechanical engineering,4
interoperability,smart city,3
interoperability,work (physics),3
pure mathematics,work (physics),8
smart city,work (physics),8
alternative medicine,china,3
china,data sharing,3
china,medicine,4
china,pathology,3
ethical issues,pathology,5
data exchange,information exchange,3
electricity,energy (signal processing),4
law,predictive analytics,3
political science,predictive analytics,3
predictive analytics,psychology,4
artificial intelligence,liability,3
epistemology,narrative,3
grey literature,philosophy,3
medline,relevance (law),3
perspective (graphical),quality (philosophy),4
biology,demography,6
demography,internet of things,4
demography,smart city,4
demography,social psychology,4
internet of things,population,4
population,programming language,5
population,smart city,4
population,social psychology,8
psychology,sustainability,8
social psychology,sustainability,3
internet of things,standardization,4
malware,set (abstract data type),3
artificial intelligence,breast cancer,3
breast cancer,cancer,4
breast cancer,computer science,3
breast cancer,internal medicine,3
breast cancer,medicine,3
cancer,pathology,4
engineering,medical physics,3
medical physics,pathology,3
big data,variety (cybernetics),10
archaeology,work (physics),8
control (management),data breach,3
cloud computing,coronavirus disease 2019 (covid-19),4
cloud computing,disease,3
cloud computing,infectious disease (medical specialty),3
data science,medical emergency,3
medical emergency,the internet,3
medical emergency,world wide web,3
algorithm,computation,11
algorithm,embedded system,5
algorithm,image (mathematics),3
artificial intelligence,computation,6
embedded system,feature (linguistics),3
feature (linguistics),internet of things,5
feature (linguistics),selection (genetic algorithm),4
feature selection,internet of things,6
image (mathematics),intrusion detection system,3
big data,unstructured data,3
computer science,unstructured data,3
data mining,unstructured data,3
data science,unstructured data,3
physics,software,7
quantum mechanics,social media,5
quantum mechanics,software,5
core (optical fiber),management science,3
core (optical fiber),political science,3
core (optical fiber),telecommunications,5
data mining,psychiatry,3
psychiatry,social media,4
public relations,telecommunications,10
social media,variety (cybernetics),3
artificial intelligence,harm,6
biology,futures studies,3
engineering,misinformation,5
engineering ethics,risk management,3
finance,futures studies,3
finance,taxonomy (biology),3
management science,risk management,5
bureaucracy,business,3
bureaucracy,political science,4
bureaucracy,public relations,3
business,digital strategy,3
business,literacy,5
business,stakeholder engagement,5
corporate governance,public sector,5
digital strategy,knowledge management,3
digital strategy,political science,3
digital strategy,public relations,3
general partnership,public administration,3
information and communications technology,service (business),3
information and communications technology,smart city,4
information technology,key (lock),4
information technology,process management,7
key (lock),stakeholder,3
knowledge management,stakeholder engagement,4
knowledge management,swot analysis,4
political science,stakeholder engagement,5
public administration,service (business),3
public administration,smart city,3
public policy,public sector,3
public relations,stakeholder engagement,5
public sector,service (business),3
stakeholder,stakeholder engagement,5
sustainable development,the internet,3
biology,operationalization,3
conceptualization,engineering,4
conceptualization,engineering ethics,3
conceptualization,law,5
conceptualization,political science,5
conceptualization,sociology,3
corporate governance,scholarship,7
epistemology,scholarship,8
epistemology,stakeholder,4
philosophy,scholarship,9
philosophy,stakeholder,9
adversarial system,internet of things,3
adversarial system,telecommunications,3
internet of things,leverage (statistics),3
biology,biomarker,3
biology,medical physics,3
biomarker,genetics,3
biomarker,medicine,3
biology,philosophy of science,4
biology,subject (documents),4
context (archaeology),philosophy of science,3
engineering,subject (documents),5
engineering ethics,subject (documents),4
knowledge management,subject (documents),3
paleontology,philosophy of science,3
psychology,subject (documents),4
adaptive learning,mathematics education,3
adaptive learning,psychology,3
educational technology,transformative learning,3
pedagogy,personalization,3
macroeconomics,public relations,3
normative,transparency (behavior),3
business,security awareness,4
computer science,penetration (warfare),3
computer science,security awareness,9
computer security,security awareness,9
confidentiality,network security,3
engineering,penetration (warfare),3
engineering,security awareness,3
exploit,information security,3
exploit,operations research,3
information security,security awareness,9
operating system,operations research,6
operations research,penetration (warfare),3
operations research,the internet,5
operations research,world wide web,7
security awareness,world wide web,3
access control,acoustics,5
access control,computer network,7
access control,engineering,6
access control,identity (music),6
access control,knowledge management,5
access control,physics,6
acoustics,artificial intelligence,6
acoustics,authentication (law),6
acoustics,business,9
acoustics,computer network,3
acoustics,identity management,7
acoustics,key (lock),3
acoustics,knowledge management,5
artificial intelligence,identity (music),3
authentication (law),identity (music),8
authentication (law),knowledge management,3
computer network,process management,3
computer network,work (physics),4
identity (music),identity management,9
identity (music),key (lock),3
identity (music),knowledge management,3
identity management,knowledge management,4
identity management,physics,7
data science,overhead (engineering),3
federated learning,overhead (engineering),3
human–computer interaction,process (computing),6
medicine,overhead (engineering),3
overhead (engineering),software engineering,3
business,business continuity,5
business continuity,computer science,4
business continuity,computer security,5
business continuity,data breach,3
business continuity,operating system,3
business continuity,risk analysis (engineering),4
information system,risk analysis (engineering),7
artificial intelligence,unsupervised learning,4
computer science,unsupervised learning,4
machine learning,unsupervised learning,4
artificial intelligence,novelty,3
computer security,novelty,5
novelty,operating system,4
novelty,theology,7
novelty,world wide web,6
philosophy,robot,3
robot,the internet,3
the internet,theology,3
alternative medicine,power (physics),4
bioinformatics,psychology,6
pathology,power (physics),4
artificial intelligence,dimensionality reduction,5
artificial neural network,biochemistry,3
artificial neural network,gene,3
computer science,dimensionality reduction,5
data mining,dimensionality reduction,5
data mining,overfitting,5
deep learning,dimensionality reduction,4
deep learning,overfitting,3
dimensionality reduction,machine learning,5
dimensionality reduction,pattern recognition (psychology),3
pattern recognition (psychology),the internet,6
pattern recognition (psychology),world wide web,6
artificial intelligence,futures contract,6
