Id,Frequency
Xochitl Luna Marti,1
Rachel Feuerstein-Simon,1
Raina M. Merchant,1
David A. Asch,1
Ashley B. Lewson,1
Carolyn C. Cannuscio,1
Mark Sendak,1
Joshua D’Arcy,1
Sehj Kashyap,1
Michael Gao,1
Marshall Nichols,1
Kristin Corey,1
William Ratliff,1
Suresh Balu,1
Jameela Al‐Jaroodi,2
Nader Mohamed,2
Eman AbuKhousa,1
Jun Zeng,1
Zheng Leong Chua,1
Yinfang Chen,1
Kaihang Ji,1
Zhenkai Liang,1
Jian Mao,1
Omar Abdel‐Rahim,1
S. Gayathri,1
D. Surendran,1
Musawer Hakimi,1
Mohammad Mustafa Quchi,1
Abdul Wajid Fazil,1
Pradeep Kumar Roy,1
Sunil Saumya,1
Jyoti Prakash Singh,1
Snehasish Banerjee,1
Adnan Gutub,1
Ahmed El Ouadrhiri,1
Ahmed Abdelhadi,1
Alesia Chernikova,1
Nicolò Gozzi,1
Nicola Perra,1
Simona Boboila,1
Tina Eliassi‐Rad,1
Stéphanie C. Hofmann,1
Patryk Pawlak,1
Marcus Gonçalves,1
Yiwei Hu,1
Irene Aliagas,1
Luis Manuel Cerdá Suárez,1
Özgür Koray Şahingöz,1
Ebubekir Buber,1
Emin Kugu,1
Pablo Moriano,1
Steven C. Hespeler,1
Mingyan Li,1
Maria Mahbub,1
Zisis Batzos,1
Theocharis Saoulidis,1
Dimitrios Margounakis,1
Eleftherios Fountoukidis,1
Elisavet Grigoriou,1
Achilleas Moukoulis,1
Athanasios Liatifis,1
Paris-Alexandros Karypidis,1
Stamatia Bibi,1
Adam Filippidis,1
Ioannis Kazanidis,1
Timo Kasig,1
Mohammad Heydari,1
Attai Ibrahim Abubakar,1
Iftikhar Ahmad,1
Kenechi G. Omeke,1
Metin Öztürk,1
Cihat Öztürk,1
Ali Abdel-Salam,1
Michael S. Mollel,1
Qammer H. Abbasi,1
Sajjad Hussain,1
Panagiotis D. Bamidis,1
Carol Bond,1
Elia Gabarrón,1
Mowafa Househ,1
Annie Lau,1
Miguel Ángel Mayer,1
Mark Merolli,1
Margaret Hansen,1
Kerstin Denecke,2
Christine Mary Hallinan,1
Roger Ward,1
Graeme K. Hart,1
Clair Sullivan,1
Nicole Pratt,1
Ashley P. Ng,1
Anton van der Vegt,1
J. Oliver Daly,1
Blanca Gallego Luxan,1
David Bunker,1
Douglas Boyle,1
Samuel Wairimu,1
Nurul Momen,1
Lothar Fritsch,1
Syed Bilal Shah,1
Zeeshan Aziz,2
Toqir A. Rana,1
Adnan Khalid,2
Yu–N Cheah,1
Muhammad Arif,1
Alexander Pons,1
Divya Saxena,1
Vaskar Raychoudhury,1
Neeraj Suri,1
Christian Becker,1
Jiannong Cao,1
Kinfe Yilma,1
Eko Rahmadian,1
Daniel Feitosa,1
Yulia Virantina,1
Michael Abdelmalak,1
Richard Macwan,1
Mona Abughazalah,1
Wafaa Alsaggaf,1
Shireen Saifuddin,1
Shahenda Sarhan,1
Agus Raharjo,1
Rahadi Wasi Bintoro,1
Nurani Ajeng Tri Utami,1
Masahiro Suzuki,1
Aisha Eldeeb,1
Adnan Abu‐Dayya,1
Flora D. Salim,1
Krzysztof Janowicz,1
Blake Regalia,1
Pascal Hitzler,1
Stephanie Delbecque,1
Maarten Fröhlich,1
Patrick Martinent,1
Trevor Lazarus,1
Muhammad Umair Shah,1
Farkhund Iqbal,1
Umair Rehman,1
Patrick C. K. Hung,1
Milad Mirbabaie,1
Lennart Hofeditz,1
Nicholas Frick,1
Stefan Stieglitz,1
Muhammad Imran Tariq,1
Nisar Ahmed Memon,1
Shakeel Ahmed,1
Shahzadi Tayyaba,1
Muhammad Tahir Mushtaq,1
Natash Ali Mian,1
Muhammad Waseem Ashraf,1
Steven J. Simske,1
Paul M. Schwartz,1
Ketut Mardiansyah,1
Wayan Surya,1
Tarana Singh,1
Arun Solanki,1
Sanjay Kumar Sharma,1
Anand Paul,1
Muaadh A. Alsoufi,1
Maheyzah Md Siraj,1
Ibtehal Nafea,1
Fuad A. Ghaleb,1
James Crotty,1
Elizabeth Daniel,1
Rosy Tsopra,1
Xosé M. Fernández,1
Claudio Luchinat,1
Lilia Alberghina,1
Hans Lehrach,1
Marco Vanoni,1
Felix Dreher,1
Osman Uğur Sezerman,2
Marie de Tayrac,1
Edvīns Miklaševičs,1
Lucian Itu,1
Marius Geantă,1
Lesley A. Ogilvie,1
Florence Godey,1
Cristian Boldișor,1
Boris Campillo‐Gimenez,1
Cosmina Cioroboiu,1
Costin Ciusdel,1
Simona M. Coman,1
Oliver Hijano Cubelos,1
Alina Itu,1
Bodo Lange,1
Matthieu Le Gallo,1
Alexandra Lespagnol,1
Giancarlo Mauri,1
H.Okan Soykam,1
Bastien Rance,1
Paola Turano,1
Leonardo Tenori,1
Alessia Vignoli,1
Christoph Wierling,1
Anita Burgun,1
Purvi Pandey,1
Ashwarya Kapoor,1
Niharika Katnapally,1
Purna Chandra Rao Chinta,1
Krishna Ja,1
Kishan Kumar Routhu,1
Vasu Velaga,1
Gangadhar Sadaram,1
Ugochukwu Onyekachi Obonna,1
Felix Kelechi Opara,1
Christian Chidiebere Mbaocha,1
Jude-Kennedy Chibuzo Obichere,1
Isdore Onyema Akwukwaegbu,1
Miriam Mmesoma Amaefule,1
Kyle D. Logue,1
Adam B. Shniderman,1
Racha Ftouni,1
Baraa AlJardali,1
Maya Hamdanieh,1
Louna Ftouni,1
Nariman Salem,1
Bharath Raju,1
Fareed Jumah,1
Omar Ashraf,1
Vinayak Narayan,1
Gaurav Gupta,1
Hai Sun,1
Patrick Hilden,1
Anil Nanda,1
Antonio Fernández,1
Beatriz Gómez,1
Kleona Binjaku,1
Elinda Kajo Meçe,1
Zrar Kh. Abdul,1
Abdulbasit K. Al‐Talabani,1
Leila Ismail,2
Huned Materwala,2
Achim P. Karduck,1
Abdu Adem,1
Neema Florence Mosha,1
Patrick Ngulube,1
Mohammad Hajian Berenjestanaki,1
Hamid R. Barzegar,1
Nabil El Ioini,1
My Villius Zetterholm,1
Yanqing Lin,1
Päivi Jokela,1
Alenka Brezavšček,1
Аленка Баггиа,1
Xiaobo Qu,1
Hongyi Lin,1
Simon Davies,1
Richard Macfarlane,1
May Al-Roomi,1
Shaikha Al-Ebrahim,1
Sabika Buqrais,1
Imtiaz Ahmad,1
Syed Junaid Nawaz,1
Shree Krishna Sharma,1
Shurjeel Wyne,1
Mohammad Patwary,1
Md Asaduzzaman,1
Tracy Bergstrom,1
Oya Y. Rieger,2
Ammar Zafar,1
Yan Xuetong,1
C Wilks,1
Eberhardt Weiler,1
M. Diehkans,1
Cathie Martin,1
Daniel N. Murphy,1
H. Irving Pierce,1
Jennifer D. Black,1
David R. Nelson,1
B. Litzinger,1
T. Alan Hatton,1
L. Maltbie,1
Mark Ainsworth,1
Paul D. Allen,1
L. Rosewood,1
Emma M. Mitchell,1
Brandon Smith,1
Jim Warner,1
J. Groboske,1
H. Telc,1
Derek A. Wilson,1
B A Sanford,1
Heather K. Schmidt,1
D. Haussler,1
Dan Maltbie,1
Simone Fischer‐Hübner,1
Rose‐Mharie Åhlfeldt,1
Leonardo A. Martucci,1
Alexander Fekete,1
Simone Sandholz,1
Mohammed Yousuf Uddin,1
Se Jin Kwon,1
Syed Iftikhar Hussain Shah,1
Vassilios Peristeras,1
Ioannis Magnisalis,1
Nour El Islem Karabadji,1
Abdelaziz Amara Korba,1
Ali Assi,1
Hassina Seridi,1
Sabeur Aridhi,1
Wajdi Dhifli,1
LI Shuan,1
Yinghua Han,1
Xu Yao,1
Song Yingchen,1
Jinkuan Wang,1
Qiang Zhao,1
Kanneboina Ashok,1
S. Gopikrishnan,1
Agus Dwi Nugroho,1
An An Chandrawulan,1
Ian Brown,1
Luís Prates,1
Rúben Pereira,1
Chhavi Chauhan,1
Rama R. Gullapalli,1
Aynne Kokas,1
Thomas C. Lawton,1
Stephanie Tonn Goulart Moura,1
Damian Tobin,1
Bernardo Silva-Rêgo,1
Jakub Trojan,1
Rob Lemmens,1
Bohumil Frantál,1
Dimitrios I. Zaridis,1
Eugenia Mylona,1
Christos Androutsos,1
Kosmas Apostolidis,1
Nikolaos S. Tachos,1
Dimitrios I. Fotiadis,1
Karen Stendal,1
James Halvorsen,1
Clemente Izurieta,1
Assefaw H. Gebremedhin,1
Preetinder Singh Gill,1
Ashwini Kamath,1
Tejkaran Singh Gill,1
José María Jorquera Valero,1
Alexios Lekidis,1
Javier Fernandez Hidalgo,1
Muhammad Shuaib Siddiqui,1
Fan Li,1
Nick Ruijs,1
Yuan Lü,1
Giovanni Comandé,1
Salvatore Ruggieri,1
Fosca Giannotti,1
Francesca Pratesi,1
Marc Stauch,1
Iryna Lishchuk,1
P. Vigneswara Ilavarasan,1
Mayank Gupta,1
Ravi Kothari,1
Junaid Sattar Butt,1
John M. Blythe,1
Matthew Manning,1
Gabriel T. W. Wong,1
Et. al. Tarun Dhar Diwan,1
Sonain Jamil,1
MuhibUr Rahman,1
Fawad Fawad,1
Mir Sayed Shah Danish,1
Mallappa Naganoor,1
Raifa Akkaoui,1
Xiaojun Hei,1
Wenqing Cheng,1
Khawlah Harahsheh,1
Chung‐Hao Chen,1
Olivia Jullian,1
Norma Gutiérrez,1
Héctor Antona,1
M. Sadegh Riazi,1
Christian Weinert,1
Oleksandr Tkachenko,1
Ebrahim M. Songhori,1
Farinaz Koushanfar,1
Velibor Božić,1
Sai Nikhil Vodapally,1
Mohd. Hasan Ali,1
Vishal Vaidhyanathan,1
Răzvan Beuran,1
Cuong Pham,1
Dat Tang,1
Ken-ichi Chinen,1
Yasuo Tan,1
Yoichi Shinoda,1
Jasmijn Boeken,1
Darshana Upadhyay,2
Jaume Manero,1
Marzia Zaman,2
Reema Abadla,1
Mohammed Jassim Al Ansari,1
Dominik Herrmann,1
Henning Pridöhl,1
Weisi Chen,1
Zoran Milošević,1
Fethi Rabhi,1
Andrew J. Berry,1
Koen Bruynseels,1
Jing Cheng,1
Jinghan Zeng,1
Protima Khan,1
Md. Fazlul Kader,1
Aisha B Rahman,1
Md. Shahriar Kamal,1
Masbah Uddin Toha,1
Ehsan Hallaji,1
Roozbeh Razavi‐Far,1
Mehrdad Saif,1
Boyu Wang,1
Conor F. Hayes,1
Roxana Rădulescu,1
Eugenio Bargiacchi,1
Johan Källström,1
Matthew D Macfarlane,1
Mathieu Reymond,1
Timothy Verstraeten,1
Luisa Zintgraf,1
Richard Dazeley,1
Fredrik Heintz,1
Enda Howley,1
Athirai A. Irissappane,1
Patrick Mannion,1
Ann Nowé,1
Gabriel de Oliveira Ramos,1
Marcello Restelli,1
Peter Vamplew,1
Diederik M. Roijers,1
Hitachi-UTokyo Laboratory,1
Serena Zheng,1
Noah Apthorpe,1
Marshini Chetty,1
Nick Feamster,1
Vasco M. Carvalho,1
Emmanuel Adikwu Ukpoju,1
Oladipo Olugbenga Adekoya,1
Ana Beduschi,1
Naiyu Wang,1
Xiao Zhou,1
Xin Lu,1
Zhitao Guan,1
Longfei Wu,1
Markus Anderljung,2
Joslyn Barnhart,1
Anton Korinek,1
Jade Leung,2
Cullen O’Keefe,1
Justin B. Bullock,1
Duncan Cass-Beggs,1
Ben Chang,1
Tantum Collins,1
Tim Fist,1
Gillian K. Hadfield,1
Alan Hayes,1
L. Lawrence Ho,2
Sara Hooker,1
Eric Horvitz,1
Noam Kolt,3
Jonas Schuett,2
Yonadav Shavit,1
Divya Siddarth,2
Robert Trager,1
K.-D. Wolf,1
Roderick Jackson,1
Ella Zhou,1
Janet Reyna,1
Ming‐Li Hsieh,1
Shun-Yung Kevin Wang,1
Isadora Neroni Rezende,1
H Roberts,1
David Y. Wong,1
Rajalakshmi Krishnamurthi,1
Kriti Sharma,1
Vinay Grover,1
Matteo Pasquinelli,1
Vladan Joler,1
Marta F. Arroyabe,1
Carlos F.A. Arranz,1
Ignacio Fernandez De Arroyabe,1
Juan Carlos Fernández de Arróyabe,1
Sibel Kapan,1
Efnan Şora Günal,1
Christos Xenofontos,1
Ioannis Zografopoulos,1
Sabreen Ahmadjee,1
Carlos Mera‐Gómez,1
Rick Kazman,1
Georg J.P. Link,1
Kevin Lumbard,1
Matt Germonprez,1
Kieran Conboy,2
Joseph Feller,1
Bilgin Metin,1
Fatma Gül Özhan,1
Martín Wynn,1
Vassiliki Bamiatzi,1
Michael Dowling,1
Fabian Gogolin,1
Fearghal Kearney,1
Samuel A. Vigne,1
Nikolaos Tsakiridis,1
Nikiforos Samarinas,1
Eleni Kalopesa,1
George Zalidis,1
Richard A. Bauder,1
Naeem Seliya,1
John A. List,1
Christian Haddad,1
Clemens Binder,1
Shan Li,1
Muddesar Iqbal,1
Oksana Desyatnyuk,1
М. О. Науменко,1
Iryna V. Lytovchenko,1
Oleksandr Beketov,1
August Wierling,1
Valeria Jana Schwanitz,1
Sebnem Altinci,1
Maria Bałazińska,1
Michael Barber,1
Mehmet Efe Biresselioğlu,1
C. Burger-Scheidlin,1
Massimo Celino,1
Muhittin Hakan Demir,1
Richard Dennis,1
Nicolas Dintzner,1
Adel el Gammal,1
Carlos M. Fernández-Peruchena,1
Winston Gilcrease,1
Paweł Gładysz,1
Carsten Hoyer-Klick,1
Kevin Joshi,1
Mariusz Kruczek,1
David Lacroix,1
Małgorzata Markowska,1
Rafael Mayo-García,1
Robbie Morrison,1
Manfred Paier,1
Giuseppe Peronato,1
Mahendranath Ramakrishnan,1
Janeita Reid,1
Alessandro Sciullo,1
Berfu Solak,1
Demet Suna,1
Wolfgang Süß,1
Astrid Unger,1
Maria Luisa Férnandez Vanoni,1
Nikola Vasiljević,1
Oladapo Adeboye Popoola,1
Henry Ejiga Adama,2
Abiodun Emmanuel Akinoso,1
J. Sauvola,1
Mika Klemettinen,1
Jukka Riekki,1
David Doermann,1
Konrad Wolsing,1
Linus Roepert,1
Jan Bauer,1
Klaus Wehrle,1
Jafar Tanha,1
Yousef Abdi,1
Negin Samadi,1
Nazila Razzaghi,1
Mohammad Asadpour,1
Sufian Hameed,2
Faraz Idris Khan,1
Bilal Hameed,1
Erik Hemberg,1
Matthew Turner,1
Nick Rutar,1
Una-May O’Reilly,1
G. Muni Nagamani,1
Chanumolu Kiran Kumar,1
Smita Ranveer,1
Swapnaja Hiray,1
Iqra Rafiq,1
Anzar Mahmood,1
Sohail Razzaq,1
Hassan Jafri,1
Imran Aziz,1
Laura Fichtner,1
Md Habibul Arif,1
Habibor Rahman Rabby,1
Nusrat Yasmin Nadia,1
Md Iftekhar  Monzur Tanvir,1
Abdullah Al Masum,1
Arthur Gonçalves Givisiez,1
Kyriacos Petrou,1
Luis F. Ochoa,1
Vangelis Marinakis,1
Themistoklis Koutsellis,1
Αλέξανδρος Νίκας,1
Haris Doukas,1
Cumali Kılıç,1
Gaye ATİLLA,1
Matthew Callcut,1
Jean-Paul Cerceau Agliozzo,1
Liz Varga,1
Lauren McMillan,1
David Buil‐Gil,1
Yongyu Zeng,1
Ricardo Colomo‐Palacios,1
Paulette Naidoo,1
Duncan Cartwright,1
Jody L Ferris,1
Emanuele Bellini,2
Youssef Iraqi,1
Sonia Gul,1
Md. Shezad Dihan,1
Anwar Islam Akash,1
Zinat Tasneem,1
Sajal K. Das,1
Md. Robiul Islam,1
Faisal R. Badal,1
Ali Shahaab,1
Ross Maude,1
Yingli Wang,1
"Arachchilage, Nalin",1
Steven Umbrello,2
Hope Watson,1
Yuan Lai,1
Alexander P Radunsky,1
Cleva Villanueva,1
Uyen Kim Huynh,1
Benjamin S. Bucknall,1
Shiri Dori-Hacohen,1
Shoaib Balouch,1
Muhammad Abrar,1
Hafiz Abdul Muqeet,1
Muhammad Shahzad,1
Harun Jamil,1
Monia Hamdi,1
Abdul Sattar Malik,1
Pranjal Kumar,1
Aleksandra Pawlicka,2
Chandra Sekhar Veluru,1
Supawit Tangpanithandee,1
Iasmina Craici,1
Mikaëla Ngamboé,1
Paul Berthier,1
Ammari Nader,1
Katia Dyrda,1
José M. Fernandez,1
Xiaoliang Wang,1
Pengjie Zeng,1
Nick Patterson,1
Frank Jiang,1
Hao Sen Andrew Fang,1
Teng Hwee Tan,1
Cheryl Yan Fang Tan,1
Marcus Chun Jin Tan,1
Ekaterina Olshannikova,1
Aleksandr Ometov,1
Yevgeni Koucheryavy,1
Thomas Olsson,1
Ramraj Dangi,1
Praveen Lalwani,1
Giovanni Pau,1
Simon,1
Linda Ott,1
James H. Paterson,1
Michael Scott,1
Judy Sheard,1
Claudia Szabo,1
Carly P. Smith,1
Elijah Oluwatoyosi Abolaji,1
Oladayo Tosin Akinwande,1
Angelo Barboni,1
Hamed Rezaee,1
Francesca Boem,1
Thomas Parisini,1
Callum Eastwood,1
Margaret Ayre,1
B. Dela Rue,1
Liwei Zhang,1
Liang Ma,1
Mohamed Abdelhamid,1
Sayda Umma Hamida,1
Narayan Ranjan Chakraborty,1
Shahrab Khan Sami,1
Vinay V. Prabhu,1
Lawrence O. Gostin,1
John Monahan,1
Jenny Kaldor,1
Mary C. DeBartolo,1
Eric Friedman,1
Katie Gottschalk,1
Susan C. Kim,1
Ala Alwan,1
Agnès Binagwaho,1
Gian Luca Burci,1
Luisa Cabal,1
Katherine DeLand,1
Timothy Evans,1
Eric Goosby,1
Sara Hossain,1
Howard K. Koh,1
Gorik Ooms,1
Mirta Roses Periago,1
Rodrigo Uprimny,1
Alicia Ely Yamin,1
Umme Zahoora,1
Asifullah Khan,1
Saddam Hussain Khan,1
Muhammad Asam,1
Tauseef Jamal,1
Tahir Tayor Bukhari,2
Thembani Moyo,2
Sylvester Tafirenyika,2
Ajao Ebenezer Taiwo,2
Amardas Tuboalabo,2
Abimbola Eunice Ajayi,2
José David Vega Sánchez,1
Johan Scholliers,1
Matti Kutila,1
Muhammet Deveci,2
Shammya Shananda Saha,1
Ugur Halden,1
Florentín Smarandache,1
Miles Parker,1
Andrew Acland,1
Harry Armstrong,1
Jim R. Bellingham,1
Jessica Bland,1
Helen C. Bodmer,1
Simon Burall,1
Sarah Castell,1
Jason Chilvers,1
David Cleevely,1
David Cope,1
Lucia Costanzo,1
James A. Dolan,1
Robert Doubleday,1
Wai Yi Feng,1
H. Charles J. Godfray,1
David A. Good,1
Jonathan Grant,1
Nicholas Green,1
Arnoud Groen,1
Tim Guilliams,1
Sunjai Gupta,1
Amanda Hall,1
Adam Heathfield,1
Ulrike Hotopp,1
Gary Kass,1
Tim Leeder,1
Fiona A. Lickorish,1
Leila M. Lueshi,1
Chris Magee,1
Tiago Mata,1
Tony McBride,1
Natasha McCarthy,1
Alan Mercer,1
Ross Neilson,1
Jackie Ouchikh,1
Edward J. Oughton,1
David Oxenham,1
Helen Pallett,1
James Palmer,1
Jeff Patmore,1
Judith Petts,1
J. M. Pinkerton,1
Richard Ploszek,1
Alan Pratt,1
Sophie A. Rocks,1
Neil Stansfield,1
Elizabeth Surkovic,1
Chris Tyler,1
Andrew R. Watkinson,1
Jonny Wentworth,1
Rebecca Willis,1
Patrick K. A. Wollner,1
Kim Worts,1
William J. Sutherland,1
Maria Tsiodra,1
Michail Chronopoulos,1
Bokyung Kim,1
Kristine Johnson,1
Sunyoung Park,1
Networked Learning Editorial Collective (NLEC),1
Lesley Gourlay,1
José Luis Rodríguez Illera,1
Elena Barberà,1
Daniela Gachago,1
Nicola Pallitt,1
Chris Jones,1
Siân Bayne,1
Stig Børsen Hansen,1
Jimmy Jaldemark,1
Magda Pischetola,1
Lone Dirckinck‐Holmfeld,1
Adam Matthews,1
Kalervo Ν. Gulson,1
Brett Bligh,1
Patricia Thibaut,1
Marjan Vermeulen,1
Femke Nijland,1
Emmy Vrieling,1
Howard Scott,1
Klaus Thestrup,1
Tom Gislev,1
Marguerite Koole,1
Maria Cutajar,1
Sue Tickner,1
Ninette Rothmüller,1
Tim Fawns,1
Jen Ross,1
Karoline Schnaider,1
Lucila Carvalho,1
Jennifer K. Green,1
Mariana Hadžijusufović,1
Sarah Hayes,1
Laura Czerniewicz,1
Lutz Sommer,1
Diptiben Ghelani,1
Nelly Tochi Nwosu,2
Sodiq Odetunde Babatunde,1
Tochukwu Ignatius Ijomah,2
Malcolm Wolski,1
Louise Howard,1
Joanna Richardson,1
Shabir Ahmad,1
Sabina Umirzakova,1
Ghulam Mujtaba,1
Muhammad Amin,1
Taeg Keun Whangbo,1
Robert W. Gehl,1
Sean T Lawson,1
Shadrack Obeng,1
Toluwalase Vanessa Iyelolu,3
Adetola Adewale Akinsulire,1
Courage Idemudia,1
Daniel J. Solove,1
Emmanuel Osamuyimen Eboigbe,1
Obiageli Chinwe Nnabugwu,1
Pascal Borry,2
John Olayemi Odumesi,1
Mohammad Wasiq,1
Abu Bashar,1
Syed Akmal,1
Mustafa Raza Rabbani,1
Mohd Afzal Saifi,1
Nishad Nawaz,1
Youssef Tarek Nasef,1
Muhammad Dilshad,1
Madiha Haider Syed,2
Semeen Rehman,2
Samaneh Mohammadi,1
Francesco Flammini,3
Cheng Wang,1
Hao Tang,1
J. P. Zheng,1
Changjun Jiang,1
Jamal Ahmed Alenizi,1
Ibrahim Alrashdi,1
David Wicki-Birchler,1
Sophie Kuebler-Wachendorff,1
Robert Luzsa,1
Johann Kranz,1
Stefan Mager,1
Emmanuel Syrmoudis,1
Susanne Mayr,1
Danielle Cooper,2
Rebecca Springer,1
Jessica Benner,1
David Bloom,1
Erin Carrillo,1
Alexander J. Carroll,1
Bertha Chang,1
Xiaoju Chen,1
Erin Daix,1
Emily Dommermuth,1
Rachel Figueriredo,1
Jennifer Haas,1
Carly Hafner,1
Angela Henshilwood,1
Alexandra Krogman,1
Rebecca Kuglitsch,1
Sabine Lanteri,1
Abbey Lewis,1
Lisha Li,1
Matthew Marsteller,1
Tom Melvin,1
Todd Michelson‐Ambelang,1
William H. Mischo,1
Colin Nickels,1
Virginia Pannabecker,1
Fred Rascoe,1
Mary C. Schlembach,1
Yi Shen,1
Erin Smith,1
Michelle Spence,1
Kris Stacy-Bates,1
Erin Thomas,1
Larry Thompson,1
Mindy Thuna,1
Christie Wiley,1
Sarah Young,1
Siu Hong Yu,1
Zebo Yang,1
Haneen Alfauri,1
Behrooz Farkiani,1
Aiman Erbad,1
Brandon Schweitze,1
Tarleton Gillespie,1
Patricia Aufderheide,1
Elinor Carmi,1
Ysabel Gerrard,1
Ariadna Matamoros-Fernández,1
Sarah Roberts,1
Aram Sinnreich,1
Sarah Myers West,1
Mohammad Tahir,1
Mohammad Dabbagh,1
Amna Mughees,1
Abdul Ahad,1
Kazi Istiaque Ahmed,1
Maaz Bin Ahmad,1
Hammad Abdul Waris,1
Asfandyar Gilani,1
Kathryn Hedgecock,1
Lauren Sukin,1
Alexey V. Shvetsov,2
Jahan Hassan,1
Mohammed A. Alhartomi,1
Qian Kang,1
Yuanyuan Gu,1
Peter Mooney,1
Giles M. Foody,1
Lucy Bastin,1
Alexis Comber,1
Jacinto Estima,1
Norman Kerle,1
Bin Jiang,1
Mari Laakso,1
Hai-Ying Liu,1
Grega Milčinski,1
Matej Nikšič,1
Marco Paìnho,1
Andrea Pődör,1
Ana‐Maria Olteanu‐Raimond,1
Martin Rutzinger,1
Tarek Medalel Masaud,1
Jonathan Warner,1
Ehab F. El‐Saadany,1
Furqan Rustam,3
Ali Raza,1
Muhammad Qasim,1
Sarath Kumar Posa,1
B. S. Panda,1
Rajender Kumar,2
Nafaa Farhan Muften,1
Mayada Ahmed Abass,1
Jasmina Lozanović Šajić,1
Mookyu Park,1
Jaehyeok Han,1
Haengrok Oh,1
Kyungho Lee,1
Usman Ashraf,1
Wajid Rafique,1
Zahid Anwar,1
Vaishali U. Gongane,1
Mousami V. Munot,1
Alwin Anuse,1
Mihai Surdeanu,1
Michiel A. Heldeweg,1
Wenqian Jiang,1
Yang Hong,1
Beitong Zhou,1
Xin He,1
Cheng Cheng,1
Sharyar Wani,1
Mohammed Imthiyas,1
Hamad Almohamedh,1
Khalid Alhamed,1
Sultan Almotairi,1
Stéphane Reynaud,1
Ana Roxin,1
Miguel Alberto Gomez,1
Ryan Shandler,1
Danuta Szpilko,1
Félix Jiménez Naharro,1
George Lăzăroiu,1
Elvira Nica,1
Antonio de la Torre Gallegos,1
Qi Liao,1
Manuel F. Gonzalez,1
John Capman,1
Frederick L. Oswald,1
Evan R. Theys,1
David L. Tomczak,1
Jiahui Huang,1
Salmiza Saleh,1
Liheng Yu,1
Zhonggen Yu,1
Shahbaz Siddiqui,1
Adel Aneiba,1
Dirk Draheim,1
Schahram Dustdar,2
Rameez Asif,2
Kinan Ghanem,1
James Irvine,1
Shen Wang,1
M. Atif Qureshi,1
Luis Miralles‐Pechuán,1
João Vitorino,1
Eva Maia,1
Justin K. Haner,1
Robert K. Knake,1
Elizabeth Davidson,2
Lauri Wessel,1
Jenifer Sunrise Winter,2
Susan J. Winter,1
Beatriz Esteves,1
Victor Rodrı́guez-Doncel,1
Brian K. Payne,1
colleagues,1
J. Piet Hausberg,1
Kirsten Liere-Netheler,1
Sven Packmohr,1
Stefanie Pakura,1
Kristin Vogelsang,1
Valeria Ferrari,1
S. Punitha,1
K. S. Preetha,1
Samir Das,1
Tristan Glatard,1
Christine Rogers,1
John Saigle,1
Santiago Paiva,1
Leigh MacIntyre,1
Mouna Safi-Harab,1
Marc-Étienne Rousseau,1
Jordan Stirling,1
Najmeh Khalili‐Mahani,1
David MacFarlane,1
Penelope Kostopoulos,1
Pierre Rioux,1
Cécile Madjar,1
Xavier Lecours-Boucher,1
Sandeep Vanamala,1
Reza Adalat,1
Zia Mohaddes,1
Vladimir Fonov,1
Sylvain Milot,1
Ilana R. Leppert,1
Clotilde Degroot,1
Thomas M. Durcan,1
Tara Campbell,1
Jeremy Moreau,1
Alain Dagher,1
D. Louis Collins,1
Jason Karamchandani,1
Amit Bar‐Or,2
Edward A. Fon,1
Rick Hoge,1
Sylvain Baillet,1
Guy A. Rouleau,1
Alan C. Evans,1
Ms Roopesh,1
Nourin Nishat,1
Sasank Rasetti,1
Md Arif Hossain,1
Elizabeth Crawford,1
Adam Bobrow,1
Landy Sun,1
Sridevi Joshi,1
Viji Vijayan,1
Stuart D. Blacksell,1
Gautham Venugopalan,1
Nicole Tensmeyer,1
Edith Ebele Agu,1
Angela Omozele Abhulimen,1
Olajide Soji Osundare,1
Ibrahim Adedeji Adeniran,1
Christianah Pelumi Efunniyi,1
Bożena Gajdzik,1
Stephen L. Hauser,1
Jeffrey Cohen,1
Gıancarlo Comı,1
Jorge Correale,1
Patricia K. Coyle,1
Anne H. Cross,1
de Sèze,1
David Leppert,1
Xavier Montalbán,1
Krzysztof Selmaj,1
Heinz Wiendl,1
Cécile Kerloëguen,1
Roman Willi,1
Bingbing Li,1
Algirdas Kakarieka,1
Davorka Tomic,1
Alexandra Goodyear,1
Ratnakar Pingili,1
Dieter A. Häring,1
Krishnan Ramanathan,1
Martin Merschhemke,1
Ludwig Kappos,1
Theofanis P. Raptis,1
Andrea Passarella,1
Tim Schürmann,1
Carlos Böhm,1
Timothy Caulfield,1
Sarah Burningham,1
Zubin Master,1
Allan B. Becker,1
Michael Burgess,1
Kathryn Calder,1
Christine Critchley,1
Kelly Edwards,1
Stephanie M. Fullerton,1
Herbert Gottweis,1
Robyn Hyde-Lay,1
Judy Illes,1
Rosario Isasi,1
Kazuto Kato,1
John Lynch,1
Eric M. Meslin,1
Dianne Nicol,1
Kieran C. O’Doherty,1
Ubaka Ogbogu,1
Margaret Otlowski,1
Daryl Pullman,1
Nola M. Ries,1
Chris Scott,1
Malcolm R. Sears,1
Helen M. Wallace,1
Ma’n H. Zawati,1
Xingxing Xiong,1
Shubo Liu,1
Dan Li,2
Zhaohui Cai,1
Xiaoguang Niu,1
Tomasz W. Nowak,1
Mariusz Sepczuk,1
Zbigniew Kotulski,1
